# CONFIG: NODES=50000 | MAP=20000 | MAX_RANGE=500 (Euclidean)
# ID Costo X Y
24499 717 5888 15885
24500 127 12200 5184
24501 508 11267 5506
24502 80 4823 7909
24503 236 3950 8729
24504 755 9410 2221
24505 991 12651 12573
24506 172 7663 17764
24507 459 13695 15139
24508 459 11973 19095
24509 461 4320 15241
24510 679 15275 3591
24511 727 18737 16676
24512 37 9014 13349
24513 729 11551 6183
24514 950 9869 12912
24515 303 10858 14429
24516 821 1996 12484
24517 275 17636 7610
24518 810 17497 14308
24519 511 19512 16513
24520 721 3075 13995
24521 817 9512 13125
24522 588 5186 4123
24523 501 3059 16302
24524 796 6325 12766
24525 257 637 10670
24526 946 19563 66
24527 97 17816 2109
24528 42 421 764
24529 563 15798 15430
24530 866 7748 3831
24531 760 16987 5127
24532 498 13389 6663
24533 610 8196 2316
24534 705 17694 15881
24535 943 1561 6808
24536 335 6010 6093
24537 100 1853 16882
24538 649 6516 7565
24539 496 4918 5272
24540 904 8460 9538
24541 685 12096 8686
24542 797 11469 9292
24543 979 9279 15801
24544 541 5252 14538
24545 866 16196 19651
24546 299 5724 9508
24547 954 14351 15063
24548 329 2484 14929
24549 957 777 13370
24550 406 12842 18286
24551 799 14724 18627
24552 138 18935 8547
24553 133 188 12318
24554 449 7166 15479
24555 899 19964 17428
24556 473 5416 6261
24557 851 12315 2798
24558 334 18376 4289
24559 943 19827 6694
24560 514 973 17845
24561 587 16966 16179
24562 81 952 19664
24563 88 5792 16393
24564 975 5773 2701
24565 232 5287 13298
24566 124 10356 18198
24567 499 11971 14232
24568 187 2456 1101
24569 184 12739 5615
24570 632 10637 3347
24571 334 6546 6291
24572 826 13739 4277
24573 307 16629 9441
24574 698 7530 15967
24575 198 6005 17731
24576 38 16385 8327
24577 373 3254 5497
24578 54 4346 1912
24579 200 8695 8046
24580 81 1525 18432
24581 522 17722 5132
24582 308 3856 5029
24583 684 15776 13019
24584 943 13726 14124
24585 221 15285 16812
24586 109 852 6315
24587 621 16062 5553
24588 639 8732 1645
24589 906 19968 7079
24590 92 15583 11479
24591 435 6983 15953
24592 553 17532 8449
24593 764 3680 9931
24594 763 3332 19512
24595 586 12477 16209
24596 307 3265 18239
24597 648 10693 2237
24598 530 5025 93
24599 368 8906 13977
24600 354 8183 16804
24601 278 2987 18677
24602 968 1284 12229
24603 306 13210 17680
24604 877 11370 19069
24605 65 7015 8263
24606 865 3251 1540
24607 895 15132 11913
24608 473 5721 17983
24609 178 19935 15526
24610 493 4561 11130
24611 141 10514 1550
24612 641 5724 11020
24613 687 8142 3855
24614 991 5128 6050
24615 391 15561 5529
24616 703 8817 9353
24617 961 18681 11984
24618 263 10316 389
24619 600 437 14841
24620 145 10393 17886
24621 810 10822 8236
24622 999 14022 15381
24623 253 14428 4866
24624 692 12293 14474
24625 205 15890 17044
24626 992 18465 358
24627 925 14542 10464
24628 216 2637 13340
24629 420 17808 146
24630 424 13966 5931
24631 23 15821 9795
24632 866 19951 18951
24633 223 1260 15040
24634 183 15294 4463
24635 409 3649 16368
24636 25 8985 17459
24637 80 7127 13106
24638 320 9362 11660
24639 705 8219 831
24640 91 5973 19500
24641 350 11864 12528
24642 775 633 10646
24643 583 17124 9200
24644 664 9855 2324
24645 193 8889 18698
24646 239 4154 17620
24647 44 10748 13157
24648 867 4383 4418
24649 375 19443 7671
24650 689 2098 2687
24651 909 15977 9832
24652 203 16746 13308
24653 957 13615 7951
24654 368 17705 1513
24655 411 17658 8296
24656 16 1090 15550
24657 355 8613 7499
24658 393 3437 15955
24659 92 19865 6273
24660 442 14337 5259
24661 564 2144 1093
24662 416 8610 10702
24663 783 6585 2503
24664 708 8223 14642
24665 116 19387 13011
24666 353 5883 13822
24667 558 1643 17287
24668 508 19945 19838
24669 527 11801 10977
24670 919 10486 6373
24671 625 15490 19347
24672 965 15626 17657
24673 446 16760 2664
24674 660 13738 16874
24675 347 1413 13259
24676 598 2557 3436
24677 576 17995 16625
24678 669 14594 9366
24679 208 9920 15557
24680 496 5920 2736
24681 793 14830 16674
24682 335 10582 9613
24683 926 15118 9344
24684 33 15630 15143
24685 543 13003 1299
24686 575 11202 11117
24687 329 16630 6252
24688 892 17704 12230
24689 780 13572 9292
24690 884 7590 5460
24691 325 15283 11965
24692 753 2696 2324
24693 382 10543 13952
24694 474 4926 15492
24695 962 1679 2767
24696 175 11281 12544
24697 919 12771 13138
24698 93 18497 17621
24699 851 17689 1862
24700 471 12040 4121
24701 37 19263 4897
24702 343 1477 18293
24703 253 8350 13043
24704 746 3340 13840
24705 50 9095 13404
24706 659 13098 13167
24707 807 10127 18485
24708 254 6585 5264
24709 346 15887 10968
24710 537 17653 6900
24711 753 17062 6607
24712 679 7368 7429
24713 605 2913 8631
24714 376 8159 5068
24715 342 9359 16751
24716 523 18938 5393
24717 973 5696 261
24718 455 12904 14078
24719 274 10547 6803
24720 948 16383 14695
24721 591 2872 1145
24722 165 696 702
24723 10 17594 2700
24724 220 1286 641
24725 418 5498 13701
24726 487 13413 2950
24727 530 18373 428
24728 825 16758 13305
24729 720 8415 10106
24730 410 19016 2277
24731 721 4706 16193
24732 363 15933 13565
24733 894 115 4840
24734 966 19952 9666
24735 73 5302 11615
24736 146 2787 5050
24737 380 18805 3815
24738 217 6597 12072
24739 609 14958 10737
24740 84 5120 15766
24741 895 19409 15204
24742 939 12947 12922
24743 181 3809 12319
24744 630 9457 4466
24745 553 6223 6966
24746 849 815 3584
24747 913 1587 15545
24748 459 1456 3787
24749 325 15104 9623
24750 562 12984 646
24751 582 7243 9699
24752 598 12296 8694
24753 771 3836 15970
24754 476 10598 312
24755 107 17943 6625
24756 237 4326 6715
24757 884 3777 10448
24758 622 7414 8936
24759 187 16340 12363
24760 303 3376 16057
24761 869 2343 977
24762 366 7250 14828
24763 119 3427 9770
24764 584 12444 9181
24765 550 13380 12599
24766 201 18929 18340
24767 745 6212 19973
24768 986 14872 6313
24769 551 4281 14590
24770 173 12881 1053
24771 722 17227 9498
24772 918 13537 7059
24773 953 11791 12005
24774 79 11658 550
24775 683 4625 2175
24776 838 19668 18570
24777 956 2652 8603
24778 366 19401 19323
24779 205 4233 10537
24780 384 11038 18897
24781 95 7753 247
24782 383 18755 12702
24783 757 8899 18653
24784 354 15991 1903
24785 379 9501 8394
24786 112 19248 18599
24787 161 8512 10257
24788 150 2304 148
24789 526 1231 6711
24790 11 17867 15608
24791 262 14812 2386
24792 878 14074 726
24793 78 9438 4306
24794 833 4626 3254
24795 303 201 1110
24796 506 13344 17738
24797 372 19947 15451
24798 51 4727 2649
24799 301 1981 17244
24800 331 18062 14143
24801 365 9816 5744
24802 973 10851 14203
24803 842 16948 12575
24804 179 4659 5990
24805 836 1807 10559
24806 835 8725 9280
24807 100 3100 15072
24808 996 579 11376
24809 229 12542 16314
24810 644 19679 4704
24811 782 7094 13483
24812 486 18788 1079
24813 267 301 12448
24814 155 16919 16137
24815 786 7875 10958
24816 979 17185 6157
24817 692 18400 18867
24818 483 10937 2707
24819 65 11938 4546
24820 504 9966 15225
24821 323 760 1304
24822 724 17074 6402
24823 410 238 14636
24824 906 4251 15143
24825 380 8148 5573
24826 569 11234 6988
24827 872 5164 15074
24828 581 10058 7077
24829 723 7675 5111
24830 896 12932 5285
24831 69 4177 11052
24832 321 13946 6823
24833 476 17350 6911
24834 926 7721 4487
24835 83 7598 93
24836 272 8521 13462
24837 382 13894 15818
24838 552 979 8158
24839 344 1841 19733
24840 564 9671 2788
24841 73 10333 5421
24842 516 6949 19163
24843 843 3444 1429
24844 292 3962 642
24845 233 8860 7090
24846 791 1174 11913
24847 562 1416 19133
24848 611 1749 19035
24849 52 7910 8328
24850 723 19002 13398
24851 756 646 1797
24852 908 17334 15752
24853 308 13244 16509
24854 392 17259 12854
24855 696 10726 17085
24856 176 9934 5095
24857 879 11519 6064
24858 409 15217 14412
24859 488 17123 11523
24860 719 10995 12000
24861 329 14245 9609
24862 189 4638 19048
24863 359 16195 16177
24864 627 755 2832
24865 833 6887 4798
24866 734 11782 4275
24867 329 13363 14458
24868 150 19981 9152
24869 102 6128 5671
24870 69 13905 12628
24871 205 11642 5724
24872 291 16685 3352
24873 470 19958 17940
24874 195 2481 9428
24875 690 712 7287
24876 912 10424 14959
24877 647 16342 14726
24878 191 7222 3938
24879 306 8305 1662
24880 539 19319 8040
24881 394 12558 6984
24882 79 4802 7505
24883 664 16068 11073
24884 233 11508 6687
24885 656 15301 6556
24886 489 9750 15830
24887 73 14147 7133
24888 559 14235 10494
24889 156 11666 16688
24890 374 14877 14126
24891 886 9831 12726
24892 363 19227 2222
24893 511 18160 18677
24894 665 7179 934
24895 781 8023 16109
24896 550 16719 10508
24897 695 3371 8792
24898 977 10222 4157
24899 884 18569 17170
24900 554 6534 13377
24901 127 15317 13428
24902 330 691 15072
24903 415 772 10382
24904 962 2574 3248
24905 382 11375 11568
24906 515 3174 1421
24907 650 9798 19502
24908 585 17858 4018
24909 824 17078 13153
24910 916 19850 12488
24911 391 3421 2830
24912 632 18179 17293
24913 509 901 2101
24914 458 2356 16475
24915 477 4131 19421
24916 756 256 2594
24917 529 6098 13587
24918 374 7005 3829
24919 673 13302 5527
24920 71 8546 6098
24921 393 12790 1591
24922 423 2266 3162
24923 634 15776 13679
24924 282 344 11249
24925 792 8086 10934
24926 907 4986 13286
24927 762 18079 4108
24928 849 2201 19812
24929 95 9744 14663
24930 719 19070 40
24931 187 4292 8102
24932 42 16272 3452
24933 139 15526 8074
24934 384 11144 14800
24935 970 4590 3946
24936 841 5929 7867
24937 891 1170 6646
24938 637 9807 16669
24939 342 18470 2013
24940 988 13425 8233
24941 463 6696 2675
24942 764 4511 2576
24943 870 1881 9169
24944 799 12946 6865
24945 547 2184 2331
24946 902 12657 14905
24947 589 529 2183
24948 557 17608 16218
24949 30 6856 11462
24950 954 10468 9860
24951 644 9672 11849
24952 570 6211 3579
24953 107 3493 7285
24954 309 4870 11764
24955 991 14524 116
24956 521 18919 19011
24957 852 6327 8385
24958 376 3385 7732
24959 294 700 11207
24960 929 206 14731
24961 779 13492 8328
24962 675 15820 3590
24963 718 18237 12602
24964 286 4256 19244
24965 571 6287 13403
24966 100 3625 6208
24967 936 9685 10913
24968 576 7664 9222
24969 860 273 15352
24970 848 4382 738
24971 880 14438 17431
24972 692 8198 11361
24973 347 16974 9077
24974 65 17553 9873
24975 175 5792 4330
24976 397 14532 15842
24977 108 189 4247
24978 443 18153 1781
24979 139 14214 15889
24980 469 11001 5794
24981 779 19353 6289
24982 933 9297 8337
24983 920 8880 11497
24984 49 4027 19292
24985 510 13290 14419
24986 76 9736 4710
24987 206 254 18241
24988 223 487 13627
24989 214 9066 9674
24990 29 16054 3369
24991 181 17001 8395
24992 906 10868 14560
24993 199 11333 8833
24994 254 7506 15079
24995 714 11062 6905
24996 883 8457 18530
24997 328 14950 4114
24998 542 17090 13742
24999 179 16701 6351
25000 879 5285 10894
25001 36 7246 11031
25002 468 6037 5962
25003 676 14612 8570
25004 17 12961 18976
25005 540 6306 7538
25006 905 8349 16126
25007 960 3626 7199
25008 357 15624 311
25009 910 17296 16190
25010 153 16091 10976
25011 817 5329 5977
25012 750 2703 5248
25013 761 1479 1099
25014 659 10006 400
25015 687 4925 7038
25016 998 9215 4353
25017 241 1547 6151
25018 665 17858 15681
25019 318 6907 18121
25020 377 12220 6887
25021 138 1077 1780
25022 689 3177 10284
25023 566 13479 7860
25024 396 6496 13202
25025 296 13615 18541
25026 902 6184 13339
25027 394 11102 16638
25028 630 9967 2323
25029 565 18907 15716
25030 869 10521 3742
25031 310 7204 10144
25032 263 10328 10510
25033 409 5295 19545
25034 204 16318 16296
25035 605 16108 10330
25036 564 10210 5117
25037 525 6848 2907
25038 683 17813 17214
25039 417 12907 3564
25040 245 13722 13108
25041 199 7990 9811
25042 627 16782 1136
25043 357 2677 3191
25044 398 8506 3683
25045 312 16732 5643
25046 477 19844 15216
25047 703 186 11673
25048 126 8491 18804
25049 915 2315 8541
25050 390 1035 14045
25051 416 8856 16188
25052 195 11579 3133
25053 710 13895 15809
25054 922 8962 19567
25055 375 575 15008
25056 113 7393 11417
25057 264 6563 16826
25058 433 8542 11983
25059 231 5382 18522
25060 692 7242 9895
25061 442 19680 10656
25062 352 10836 3558
25063 168 17429 5030
25064 618 7001 1727
25065 420 9808 15956
25066 591 1190 11211
25067 428 13988 14662
25068 95 11928 14180
25069 588 5497 8950
25070 245 17962 7159
25071 109 9782 8462
25072 507 10232 12513
25073 605 19005 12597
25074 611 6707 16687
25075 698 4906 12177
25076 836 5406 3307
25077 239 9380 19510
25078 781 15513 6986
25079 637 11103 5228
25080 966 1562 17014
25081 788 7362 2753
25082 714 2630 12805
25083 468 16865 13821
25084 807 8648 8637
25085 457 14680 17176
25086 214 17227 14758
25087 478 4297 106
25088 98 2074 17429
25089 641 3182 13235
25090 867 8298 8225
25091 156 3756 17975
25092 520 12906 19753
25093 742 2690 16526
25094 740 15300 1863
25095 243 3732 11233
25096 699 18726 18222
25097 985 15148 8786
25098 779 686 11493
25099 601 8908 2531
25100 835 2116 19102
25101 316 19195 19105
25102 658 19712 17504
25103 876 10432 3977
25104 305 4002 15762
25105 91 5527 12795
25106 155 10207 4293
25107 39 14545 10167
25108 93 9720 11726
25109 546 5499 5453
25110 589 10782 16431
25111 40 7165 15079
25112 60 18336 3777
25113 473 7729 11326
25114 940 9046 7332
25115 590 2861 18237
25116 40 3820 1213
25117 961 10203 19083
25118 421 5879 8362
25119 920 1196 3949
25120 651 4938 17762
25121 693 11756 8505
25122 753 18662 18839
25123 419 14993 5855
25124 677 7470 3283
25125 534 10975 1723
25126 576 2336 258
25127 462 14248 14334
25128 960 1729 8799
25129 377 4236 18944
25130 28 14711 19620
25131 295 6977 10557
25132 287 1509 12692
25133 172 4905 17309
25134 592 7281 11793
25135 837 16411 9171
25136 942 17458 16473
25137 980 15900 13054
25138 745 2578 17620
25139 999 13719 9259
25140 87 16986 9255
25141 162 5758 2637
25142 593 7794 9231
25143 368 12438 1144
25144 785 19734 6692
25145 732 16375 1387
25146 484 12840 4791
25147 352 4692 7399
25148 286 4562 12823
25149 101 6872 12502
25150 876 3633 8053
25151 495 16982 17488
25152 490 1893 10496
25153 175 3363 14170
25154 519 16610 9181
25155 525 12246 9907
25156 766 16150 1464
25157 450 1727 18635
25158 130 8354 13495
25159 597 8746 12299
25160 536 19984 9160
25161 901 8021 16794
25162 749 11549 13268
25163 455 1446 4010
25164 356 13851 16484
25165 475 18150 13554
25166 627 14400 17259
25167 760 10909 7563
25168 642 4493 10056
25169 828 14762 11012
25170 52 7057 6855
25171 964 7436 12803
25172 586 2484 18699
25173 397 6833 4125
25174 813 707 8123
25175 124 17752 13011
25176 910 12161 14364
25177 898 9351 4340
25178 557 6202 12876
25179 764 6543 14726
25180 700 17186 280
25181 91 7162 14814
25182 573 15312 2384
25183 561 14198 10549
25184 477 17842 699
25185 811 9335 13213
25186 50 3809 4803
25187 355 8235 13558
25188 396 9911 10701
25189 409 10404 14224
25190 777 7244 12631
25191 209 6873 12803
25192 223 18084 3714
25193 915 4684 4605
25194 891 5766 6907
25195 783 1904 9311
25196 68 5999 3173
25197 618 7566 16124
25198 844 18701 17989
25199 319 6094 1004
25200 586 17600 14613
25201 750 7042 16331
25202 188 1505 3031
25203 353 7593 6582
25204 841 14658 18640
25205 654 7134 16197
25206 621 15438 11371
25207 193 224 2647
25208 613 19672 4254
25209 919 4252 5071
25210 249 788 2225
25211 24 6852 14547
25212 914 9365 10521
25213 740 15541 8753
25214 920 230 18098
25215 956 10546 1617
25216 626 15482 9722
25217 241 2565 2648
25218 561 19791 5092
25219 904 4407 6432
25220 442 13483 18999
25221 569 10228 7849
25222 584 4842 14176
25223 254 7348 2868
25224 714 17983 455
25225 972 631 7146
25226 212 8183 18418
25227 777 7706 14211
25228 976 14941 6511
25229 316 13257 2298
25230 520 2046 9301
25231 630 13567 2508
25232 920 9455 11953
25233 937 13782 2858
25234 120 10471 17561
25235 670 16551 3644
25236 417 2449 382
25237 305 19973 19738
25238 198 4952 18956
25239 75 5378 7731
25240 603 16070 16534
25241 604 11237 17125
25242 52 6892 4823
25243 706 2105 1270
25244 822 18335 19633
25245 950 16969 2459
25246 172 235 15754
25247 754 7525 4847
25248 317 4642 16309
25249 252 14411 17001
25250 649 1134 2970
25251 136 10124 8764
25252 979 192 16677
25253 324 17563 6666
25254 165 8828 8204
25255 507 11117 8131
25256 283 9554 4543
25257 104 19599 9833
25258 349 16250 16422
25259 496 17987 8615
25260 169 16364 1419
25261 143 7049 19128
25262 93 16609 6219
25263 77 1811 19758
25264 944 12261 14390
25265 896 2245 19568
25266 309 3070 347
25267 465 7865 19423
25268 960 18943 5733
25269 931 7858 10166
25270 695 2972 922
25271 157 4998 9857
25272 339 11409 1509
25273 218 19887 12780
25274 948 3486 1834
25275 443 12338 5166
25276 298 18361 9615
25277 489 2170 17962
25278 863 15336 14153
25279 99 17694 13599
25280 658 15369 14012
25281 728 17473 14349
25282 990 6126 18448
25283 751 13665 4107
25284 184 650 9875
25285 385 19225 16135
25286 69 17893 2887
25287 74 3063 10112
25288 549 1539 952
25289 952 4916 11275
25290 226 19408 5865
25291 362 1551 12678
25292 500 3168 3794
25293 174 13551 18269
25294 337 10649 3895
25295 536 4980 16548
25296 327 856 1378
25297 974 19951 13649
25298 290 806 11950
25299 34 13726 18478
25300 528 12235 1411
25301 768 9849 19230
25302 496 10951 2854
25303 138 470 8495
25304 500 1628 9267
25305 921 6903 716
25306 582 17161 14418
25307 349 17794 14458
25308 239 4157 12666
25309 902 5277 5419
25310 312 17111 8333
25311 246 3789 7632
25312 575 6292 10538
25313 709 1785 5734
25314 230 2421 1953
25315 25 15739 15617
25316 254 920 4651
25317 565 7029 10409
25318 348 4567 6498
25319 188 769 14307
25320 695 15350 10164
25321 494 2709 12124
25322 971 1746 16648
25323 181 17393 6608
25324 883 16630 12882
25325 108 1170 8646
25326 329 12469 3274
25327 869 7364 11196
25328 838 9163 7203
25329 941 9975 19166
25330 596 3679 16482
25331 854 4955 10072
25332 473 11336 10334
25333 651 9383 13786
25334 210 9669 7622
25335 288 7555 1849
25336 932 526 7110
25337 570 1444 11105
25338 131 2665 16412
25339 368 11807 16826
25340 13 7739 11245
25341 626 14084 4110
25342 983 4980 11818
25343 761 17543 1094
25344 292 19547 19561
25345 680 2064 18658
25346 463 8240 7871
25347 228 6416 7805
25348 843 2202 5772
25349 400 6707 17378
25350 422 11562 11018
25351 898 18068 11174
25352 922 1942 5122
25353 663 4481 319
25354 393 17412 591
25355 733 6225 17825
25356 986 9735 16250
25357 470 18892 5012
25358 76 19465 12110
25359 988 6958 6034
25360 343 9174 12982
25361 203 2490 17896
25362 111 12114 19469
25363 126 8356 14246
25364 127 5480 1460
25365 756 8695 1331
25366 936 14857 19320
25367 291 16595 7399
25368 470 597 181
25369 830 14575 2472
25370 112 13800 1963
25371 752 1021 18402
25372 884 7222 3597
25373 326 14460 7916
25374 450 19885 18509
25375 107 6649 5737
25376 236 12061 11776
25377 894 7899 15210
25378 114 10500 6620
25379 144 16197 10726
25380 112 17901 12308
25381 271 6059 5195
25382 43 754 1541
25383 597 4414 10249
25384 869 6465 16187
25385 95 10948 17685
25386 361 17466 7470
25387 199 1255 1478
25388 494 4763 18370
25389 697 8761 418
25390 512 17384 19375
25391 730 12188 15999
25392 900 16934 8558
25393 364 4468 7501
25394 969 2656 18390
25395 833 1246 5245
25396 195 14215 10184
25397 609 3622 9882
25398 736 4570 17448
25399 84 16729 9730
25400 972 12702 7619
25401 512 9123 9353
25402 962 15346 19381
25403 668 6124 15889
25404 642 13633 6512
25405 364 4938 187
25406 865 12081 2638
25407 15 12020 15247
25408 898 8225 11632
25409 21 6184 7570
25410 266 9484 7180
25411 124 8927 18194
25412 585 11851 18583
25413 717 16761 4685
25414 491 12751 16924
25415 235 9591 9539
25416 938 7833 16137
25417 279 6759 3650
25418 633 370 4678
25419 30 691 7448
25420 118 1659 17857
25421 631 243 7277
25422 128 2975 2301
25423 513 9819 408
25424 594 11283 12245
25425 821 15341 17615
25426 83 14317 5512
25427 268 13641 7043
25428 767 16579 10015
25429 971 9435 7676
25430 228 1944 10930
25431 963 9868 8544
25432 923 15688 11031
25433 821 11617 689
25434 926 16868 4843
25435 158 7510 18173
25436 581 17309 17474
25437 92 3193 12915
25438 678 7634 14980
25439 915 2793 19045
25440 558 10718 16888
25441 241 945 16075
25442 134 4703 15877
25443 238 10078 12479
25444 311 11425 11246
25445 322 4669 17499
25446 846 14247 17031
25447 789 13569 7035
25448 191 17792 14545
25449 990 1722 6857
25450 547 5466 6534
25451 780 7304 5076
25452 72 4155 15776
25453 277 10229 19975
25454 498 7833 4607
25455 173 9584 931
25456 361 12443 11552
25457 641 18010 10607
25458 385 5916 8595
25459 179 18340 1648
25460 133 7721 8121
25461 111 954 16637
25462 673 16527 11608
25463 757 9155 17575
25464 774 782 10675
25465 251 3044 8295
25466 737 16914 17103
25467 240 5761 15523
25468 935 15993 8735
25469 610 18946 1511
25470 682 18782 8493
25471 103 9177 16297
25472 749 17502 2162
25473 313 6615 4726
25474 163 1251 13318
25475 428 2349 9339
25476 231 3110 7614
25477 458 11504 8540
25478 493 6197 8101
25479 893 1927 5530
25480 365 10538 10553
25481 307 12803 6258
25482 933 18002 3921
25483 885 8688 3754
25484 475 11583 15183
25485 67 3629 18294
25486 588 14748 8248
25487 779 4424 4719
25488 434 6176 14050
25489 555 11817 4476
25490 664 11982 3443
25491 617 8487 3484
25492 785 3 16793
25493 294 5914 14673
25494 291 10390 14831
25495 367 12227 13483
25496 163 19054 19795
25497 509 12171 583
25498 242 14071 6236
25499 435 15566 7554
25500 392 9452 6592
25501 124 7556 16235
25502 309 5923 3214
25503 64 12915 7994
25504 674 16352 1967
25505 346 1900 19915
25506 835 17381 6754
25507 185 679 8431
25508 232 17671 12862
25509 77 4889 7855
25510 423 1628 5803
25511 975 11762 10479
25512 498 16291 9219
25513 627 8657 9543
25514 412 6556 12969
25515 343 16072 7466
25516 419 4709 3256
25517 263 527 17049
25518 180 9761 1513
25519 477 16632 19403
25520 642 9153 123
25521 218 6941 19173
25522 296 8733 12817
25523 969 15579 19642
25524 234 6434 11922
25525 177 11008 12765
25526 308 3447 10638
25527 146 4900 13656
25528 875 13555 14895
25529 561 2656 17222
25530 962 19763 5177
25531 72 13418 15650
25532 451 2943 6832
25533 104 2140 19111
25534 459 13512 12695
25535 821 7169 6107
25536 728 4666 3943
25537 367 14994 14674
25538 840 19323 9075
25539 281 2195 9780
25540 764 15942 15700
25541 796 5842 790
25542 240 9177 11194
25543 758 7335 14497
25544 813 12691 19293
25545 113 14954 19601
25546 481 14260 4510
25547 821 13067 4927
25548 599 8953 8017
25549 781 13414 1638
25550 49 13136 7234
25551 613 1265 15260
25552 222 17388 5665
25553 605 7082 18204
25554 522 2497 15528
25555 690 16077 6702
25556 236 11959 13721
25557 121 6065 2433
25558 577 16502 14871
25559 155 3391 12584
25560 548 12553 18795
25561 235 15641 14345
25562 960 10759 3838
25563 875 1568 11575
25564 316 15147 6953
25565 545 9833 13497
25566 47 11245 65
25567 641 9639 14691
25568 785 8553 14962
25569 609 19411 5363
25570 804 7670 13063
25571 885 3249 12712
25572 939 13486 5052
25573 567 19973 1329
25574 918 14578 18790
25575 413 4349 18661
25576 247 17684 12559
25577 473 13987 16053
25578 648 14014 7558
25579 245 12293 12638
25580 496 12194 4197
25581 21 7821 13206
25582 379 605 14838
25583 272 12051 366
25584 292 296 18313
25585 986 3743 6414
25586 809 16723 7583
25587 62 16400 18799
25588 480 3202 2173
25589 822 10399 4888
25590 14 17826 4294
25591 22 15372 19570
25592 882 16294 15838
25593 753 19028 16466
25594 136 17597 13172
25595 392 16924 5707
25596 434 13574 2248
25597 51 13972 8551
25598 666 5606 18096
25599 921 120 4296
25600 158 18382 856
25601 705 5599 5883
25602 871 9859 9639
25603 95 12711 14192
25604 104 13540 10674
25605 585 15498 11776
25606 429 14185 13041
25607 373 6002 13219
25608 315 16314 1719
25609 841 7156 17841
25610 211 17364 6589
25611 212 18706 5752
25612 35 17106 8685
25613 201 18937 3879
25614 89 12955 19621
25615 794 14915 13278
25616 581 8350 18874
25617 465 11971 14673
25618 464 9715 5488
25619 591 6870 10325
25620 984 18115 8580
25621 36 1811 14975
25622 489 10549 9829
25623 780 5057 1575
25624 284 4371 14199
25625 835 12727 10727
25626 983 4642 19241
25627 744 13528 15050
25628 933 19466 8231
25629 523 15444 3629
25630 728 19798 2547
25631 563 14071 13427
25632 247 1426 16060
25633 39 3751 1507
25634 592 2594 14676
25635 421 15434 15396
25636 63 12553 1523
25637 24 5862 5247
25638 715 815 8190
25639 801 14093 10091
25640 533 4284 7116
25641 264 5464 4472
25642 195 11261 10471
25643 626 4620 970
25644 179 10184 3323
25645 680 8517 11016
25646 658 13153 6092
25647 768 3558 4845
25648 379 759 5549
25649 600 8448 863
25650 91 8276 3470
25651 815 6199 18651
25652 277 13196 10921
25653 347 11407 5219
25654 465 10261 3196
25655 435 12762 10469
25656 441 18366 7218
25657 972 9934 19725
25658 858 10602 855
25659 427 19642 5791
25660 959 4833 16752
25661 702 15796 12148
25662 70 16090 5000
25663 303 6278 3254
25664 425 6438 328
25665 252 3314 9810
25666 522 5811 16718
25667 601 11999 17319
25668 50 9503 14837
25669 842 19651 19103
25670 622 699 13583
25671 126 18851 17929
25672 141 18087 18551
25673 83 7308 15479
25674 320 1961 8449
25675 516 18956 1928
25676 238 3151 3425
25677 444 13835 8319
25678 907 17708 1768
25679 930 12615 17449
25680 537 17295 15303
25681 960 10292 17659
25682 623 841 6205
25683 669 3293 4660
25684 642 15093 15857
25685 205 1218 11021
25686 350 17739 16369
25687 721 2485 16615
25688 757 11169 6955
25689 867 8247 5914
25690 666 18923 14795
25691 592 1763 7532
25692 217 15156 16174
25693 13 7602 16836
25694 936 1000 8283
25695 693 2962 8394
25696 678 6347 5406
25697 660 13691 10237
25698 813 9856 4036
25699 794 260 8651
25700 843 4368 6725
25701 44 4622 459
25702 383 18074 12672
25703 188 17904 12292
25704 275 6225 7313
25705 546 18409 15920
25706 315 2194 7504
25707 75 5479 3055
25708 670 9329 14351
25709 489 9262 13001
25710 234 10316 15936
25711 96 5536 10377
25712 351 8202 3571
25713 477 13754 2293
25714 191 6222 2824
25715 163 9169 7409
25716 479 3794 19044
25717 268 18757 5041
25718 126 15522 13058
25719 59 15153 8974
25720 661 7485 10731
25721 50 6694 1226
25722 543 10884 12568
25723 886 8876 4056
25724 511 14711 5113
25725 67 6891 8880
25726 866 12812 18512
25727 279 16069 10804
25728 802 3831 7444
25729 208 5965 12579
25730 833 183 3368
25731 942 10483 1796
25732 144 18070 18962
25733 216 4308 16527
25734 165 1468 19348
25735 793 4737 2475
25736 909 7356 6778
25737 269 15225 1000
25738 231 10548 1360
25739 26 16851 13423
25740 644 16260 5385
25741 45 9788 6352
25742 525 13440 4571
25743 800 14990 6151
25744 136 8991 10976
25745 388 4529 18791
25746 700 3828 14471
25747 759 4780 17595
25748 565 11006 10916
25749 649 12571 16358
25750 398 7930 3914
25751 494 1297 5060
25752 210 16813 13931
25753 958 9697 17524
25754 806 14455 13736
25755 946 11848 12845
25756 552 3132 4367
25757 630 1813 13376
25758 813 11423 10418
25759 117 5175 4095
25760 787 1166 19552
25761 90 10848 6948
25762 352 13032 3601
25763 493 12528 12800
25764 638 18139 11057
25765 226 14536 3426
25766 126 8787 2380
25767 160 4273 19909
25768 78 17576 17028
25769 182 281 8848
25770 654 6960 18053
25771 269 10633 5928
25772 337 14777 13119
25773 998 11720 9502
25774 835 11647 1411
25775 340 16424 10601
25776 540 8559 17718
25777 536 11006 19681
